Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,Year,Time,Time_in_seconds,Nat_Corrected,Two_Letter_ISO,Flag_Datawrapper,Country_Name,Gender
92,2:10:16,,Henry Kapkiai KIMELI,1983,KEN,3,,Roma (ITA),16 MAR 2008,1156,2008,0 days 02:10:16,7816,KEN,ke,:ke:,Kenya,F
94,2:10:18,,Oleksandr SITKOVSKIY,09 JUN 1978,UKR,2,,Torino (ITA),13 APR 2008,1155,2008,0 days 02:10:18,7818,UKR,ua,:ua:,Ukraine,F
94,2:10:18,,Elias Kiptum MAINDI,06 JUN 1980,KEN,1,,Linz (AUT),13 APR 2008,1155,2008,0 days 02:10:18,7818,KEN,ke,:ke:,Kenya,F
96,2:10:22,,Joseph LOMALA,1982,KEN,3,,Torino (ITA),13 APR 2008,1154,2008,0 days 02:10:22,7822,KEN,ke,:ke:,Kenya,F
97,2:10:23,,Mesfin ADIMASU,05 MAR 1985,ETH,7,,Hamburg (GER),27 APR 2008,1154,2008,0 days 02:10:23,7823,ETH,et,:et:,Ethiopia,F
97,2:10:23,,Vincent KIPSOS,22 JUN 1976,KEN,9,,Frankfurt (GER),26 OCT 2008,1154,2008,0 days 02:10:23,7823,KEN,ke,:ke:,Kenya,F
99,2:10:30,,Luka Chelimo KIPKEMBOI,1977,KEN,2,,Beijing (CHN),19 OCT 2008,1152,2008,0 days 02:10:30,7830,KEN,ke,:ke:,Kenya,F
99,2:10:30,,Samson Kikwei TUIYANGE,1974,KEN,1,,Nairobi (KEN),26 OCT 2008,1152,2008,0 days 02:10:30,7830,KEN,ke,:ke:,Kenya,F
1,2:04:27,,Duncan KIBET,25 APR 1978,KEN,1,,Rotterdam (NED),05 APR 2009,1254,2009,0 days 02:04:27,7467,KEN,ke,:ke:,Kenya,F
1,2:04:27,,James Kipsang KWAMBAI,28 FEB 1983,KEN,2,,Rotterdam (NED),05 APR 2009,1254,2009,0 days 02:04:27,7467,KEN,ke,:ke:,Kenya,F
3,2:05:04,,Abel KIRUI,06 APR 1982,KEN,3,,Rotterdam (NED),05 APR 2009,1243,2009,0 days 02:05:04,7504,KEN,ke,:ke:,Kenya,F
4,2:05:10,,Samuel Kamau WANJIRU,10 NOV 1986,KEN,1,,London (GBR),26 APR 2009,1242,2009,0 days 02:05:10,7510,KEN,ke,:ke:,Kenya,F
5,2:05:18,,Tsegaye KEBEDE,15 JAN 1987,ETH,1,,Fukuoka (JPN),06 DEC 2009,1239,2009,0 days 02:05:18,7518,ETH,et,:et:,Ethiopia,F
6,2:05:27,,Jaouad GHARIB,22 MAY 1972,MAR,3,,London (GBR),26 APR 2009,1237,2009,0 days 02:05:27,7527,MAR,ma,:ma:,Morocco,F
7,2:05:29,,Haile GEBRSELASSIE,18 APR 1973,ETH,1f1,,Dubai (UAE),16 JAN 2009,1236,2009,0 days 02:05:29,7529,ETH,et,:et:,Ethiopia,F
8,2:05:47,,Vincent KIPRUTO,13 SEP 1987,KEN,1,,Paris (FRA),05 APR 2009,1231,2009,0 days 02:05:47,7547,KEN,ke,:ke:,Kenya,F
9,2:06:14,,Patrick Makau MUSYOKI,02 MAR 1985,KEN,4,,Rotterdam (NED),05 APR 2009,1224,2009,0 days 02:06:14,7574,KEN,ke,:ke:,Kenya,F
9,2:06:14,,Gilbert Kipruto KIRWA,20 DEC 1985,KEN,1,,Frankfurt (GER),25 OCT 2009,1224,2009,0 days 02:06:14,7574,KEN,ke,:ke:,Kenya,F
11,2:06:15,,Bazu WORKU HAYLA,15 SEP 1990,ETH,2,,Paris (FRA),05 APR 2009,1223,2009,0 days 02:06:15,7575,ETH,et,:et:,Ethiopia,F
12,2:06:18,,Gilbert YEGON,06 AUG 1988,KEN,1,,Amsterdam (NED),18 OCT 2009,1222,2009,0 days 02:06:18,7578,KEN,ke,:ke:,Kenya,F
13,2:06:23,,Robert Kiprono CHERUIYOT,10 AUG 1988,KEN,2,,Frankfurt (GER),25 OCT 2009,1221,2009,0 days 02:06:23,7583,KEN,ke,:ke:,Kenya,F
14,2:06:26,,David Kemboi KIYENG,22 APR 1983,KEN,3,,Paris (FRA),05 APR 2009,1220,2009,0 days 02:06:26,7586,KEN,ke,:ke:,Kenya,F
15,2:06:30,,Yemane TSEGAY,08 APR 1985,ETH,4,,Paris (FRA),05 APR 2009,1219,2009,0 days 02:06:30,7590,ETH,et,:et:,Ethiopia,F
16,2:06:41,,Elijah KEITANY,18 OCT 1983,KEN,2,,Amsterdam (NED),18 OCT 2009,1216,2009,0 days 02:06:41,7601,KEN,ke,:ke:,Kenya,F
17,2:06:48,,Rachid KISRI,01 MAR 1975,MAR,5,,Paris (FRA),05 APR 2009,1214,2009,0 days 02:06:48,7608,MAR,ma,:ma:,Morocco,F
18,2:06:53,,David Mandago KIPKORIR,15 DEC 1974,KEN,6,,Paris (FRA),05 APR 2009,1212,2009,0 days 02:06:53,7613,KEN,ke,:ke:,Kenya,F
18,2:06:53,,Emmanuel MUTAI,12 OCT 1984,KEN,4,,London (GBR),26 APR 2009,1212,2009,0 days 02:06:53,7613,KEN,ke,:ke:,Kenya,F
20,2:07:01,,Geoffrey MUTAI,07 OCT 1981,KEN,1,,Eindhoven (NED),11 OCT 2009,1210,2009,0 days 02:07:01,7621,KEN,ke,:ke:,Kenya,F
21,2:07:02,,Paul Kipkemboi BIWOTT,18 APR 1978,KEN,3,,Amsterdam (NED),18 OCT 2009,1210,2009,0 days 02:07:02,7622,KEN,ke,:ke:,Kenya,F
22,2:07:04,,Francis KIPROP,25 DEC 1984,KEN,2,,Berlin (GER),20 SEP 2009,1209,2009,0 days 02:07:04,7624,KEN,ke,:ke:,Kenya,F
23,2:07:05,,William KIPLAGAT,21 JUN 1972,KEN,3,,Frankfurt (GER),25 OCT 2009,1209,2009,0 days 02:07:05,7625,KEN,ke,:ke:,Kenya,F
24,2:07:06,,Charles Kiama MUNYEKI,02 NOV 1988,KEN,3,,"Chicago, IL (USA)",11 OCT 2009,1209,2009,0 days 02:07:06,7626,KEN,ke,:ke:,Kenya,F
25,2:07:17,,Benjamin KIPTOO,10 JAN 1979,KEN,1,,Roma (ITA),22 MAR 2009,1206,2009,0 days 02:07:17,7637,KEN,ke,:ke:,Kenya,F
26,2:07:31,,Jonathan Kosgei KIPKORIR,29 DEC 1982,KEN,7,,Paris (FRA),05 APR 2009,1202,2009,0 days 02:07:31,7651,KEN,ke,:ke:,Kenya,F
27,2:07:41,,Negari Getachew TERFA,1983,ETH,3,,Berlin (GER),20 SEP 2009,1199,2009,0 days 02:07:41,7661,ETH,et,:et:,Ethiopia,F
28,2:07:44,,Hendrick RAMAALA,02 FEB 1972,RSA,5,,London (GBR),26 APR 2009,1198,2009,0 days 02:07:44,7664,ZAF,za,:za:,,F
29,2:07:45,,Teferi WODAJO,27 JAN 1982,ETH,4,,Amsterdam (NED),18 OCT 2009,1198,2009,0 days 02:07:45,7665,ETH,et,:et:,Ethiopia,F
30,2:07:46,,Nicholas Chelimo KIPKORIR,08 JAN 1983,KEN,5,,Amsterdam (NED),18 OCT 2009,1198,2009,0 days 02:07:46,7666,KEN,ke,:ke:,Kenya,F
31,2:07:48,,Patrick Mutuku IVUTI,30 JUL 1978,KEN,1,,Praha (CZE),10 MAY 2009,1197,2009,0 days 02:07:48,7668,KEN,ke,:ke:,Kenya,F
32,2:07:52,,Deriba Merga EJIGU,26 OCT 1980,ETH,1f1,,"Houston, TX (USA)",18 JAN 2009,1196,2009,0 days 02:07:52,7672,ETH,et,:et:,Ethiopia,F
32,2:07:52,,Tekeste KEBEDE,14 AUG 1981,ETH,2,,Fukuoka (JPN),06 DEC 2009,1196,2009,0 days 02:07:52,7672,ETH,et,:et:,Ethiopia,F
34,2:07:54,,Deressa CHIMSA,21 NOV 1976,ETH,2f1,,Dubai (UAE),16 JAN 2009,1195,2009,0 days 02:07:54,7674,ETH,et,:et:,Ethiopia,F
34,2:07:54,,Moses Kimeli ARUSEI,1983,KEN,1,,Seoul (KOR),14 MAR 2009,1195,2009,0 days 02:07:54,7674,KEN,ke,:ke:,Kenya,F
34,2:07:54,,Stephen Kipkoech KIBIWOTT,03 APR 1980,KEN,2,,Praha (CZE),10 MAY 2009,1195,2009,0 days 02:07:54,7674,KEN,ke,:ke:,Kenya,F
37,2:08:07,,Jackson Kobut KIPKOECH,12 FEB 1988,KEN,1f1,,See Genezareth (ISR),08 JAN 2009,1192,2009,0 days 02:08:07,7687,KEN,ke,:ke:,Kenya,F
37,2:08:07,,Philip Sanga KIMUTAI,10 SEP 1983,KEN,2,,Eindhoven (NED),11 OCT 2009,1192,2009,0 days 02:08:07,7687,KEN,ke,:ke:,Kenya,F
39,2:08:10,,Joseph Ngeny KIPROTICH,20 JUL 1977,KEN,3,,Eindhoven (NED),11 OCT 2009,1191,2009,0 days 02:08:10,7690,KEN,ke,:ke:,Kenya,F
40,2:08:11,,Shadrack KIPLAGAT,09 DEC 1977,KEN,8,,Paris (FRA),05 APR 2009,1191,2009,0 days 02:08:11,7691,KEN,ke,:ke:,Kenya,F
41,2:08:12,,John Kipkorir KOMEN,28 AUG 1977,KEN,9,,Paris (FRA),05 APR 2009,1190,2009,0 days 02:08:12,7692,KEN,ke,:ke:,Kenya,F
42,2:08:15,,Elias KEMBOI,10 MAY 1984,KEN,4,,Frankfurt (GER),25 OCT 2009,1189,2009,0 days 02:08:15,7695,KEN,ke,:ke:,Kenya,F
43,2:08:19,,Dmytri BARANOVSKIY,28 JUL 1979,UKR,3,,Fukuoka (JPN),06 DEC 2009,1188,2009,0 days 02:08:19,7699,UKR,ua,:ua:,Ukraine,F
44,2:08:20,,Samuel Muturi MUGO,02 MAY 1986,KEN,1,,Beijing (CHN),18 OCT 2009,1188,2009,0 days 02:08:20,7700,KEN,ke,:ke:,Kenya,F
44,2:08:20,,Daniel YEGO,28 AUG 1979,KEN,6,,Amsterdam (NED),18 OCT 2009,1188,2009,0 days 02:08:20,7700,KEN,ke,:ke:,Kenya,F
46,2:08:23,,Paul Kiprop KIRUI,05 FEB 1980,KEN,2,,Roma (ITA),22 MAR 2009,1187,2009,0 days 02:08:23,7703,KEN,ke,:ke:,Kenya,F
47,2:08:24,,Wesley KORIR,15 NOV 1982,KEN,1,,"Los Angeles, CA (USA)",25 MAY 2009,1187,2009,0 days 02:08:24,7704,KEN,ke,:ke:,Kenya,F
48,2:08:28,,Yonas KIFLE,05 NOV 1977,ERI,6,,London (GBR),26 APR 2009,1186,2009,0 days 02:08:28,7708,ERI,er,:er:,Eritrea,F
49,2:08:30,,Dejene YIRDAWE,21 AUG 1978,ETH,2,,Seoul (KOR),14 MAR 2009,1185,2009,0 days 02:08:30,7710,ETH,et,:et:,Ethiopia,F
49,2:08:30,,Young-joon JI,15 OCT 1981,KOR,1,,Daegu (KOR),12 APR 2009,1185,2009,0 days 02:08:30,7710,KOR,kr,:kr:,"Korea, Republic of",F
51,2:08:32,,Kenneth Mburu MUNGARA,07 SEP 1973,KEN,1,,Toronto (CAN),27 SEP 2009,1185,2009,0 days 02:08:32,7712,KEN,ke,:ke:,Kenya,F
52,2:08:36,,Evans Kipkosgei RUTO,14 JAN 1984,KEN,1,,Köln (GER),04 OCT 2009,1184,2009,0 days 02:08:36,7716,KEN,ke,:ke:,Kenya,F
52,2:08:36,,Samson Kiptoo BUNGEI,17 NOV 1982,KEN,2,,Köln (GER),04 OCT 2009,1184,2009,0 days 02:08:36,7716,KEN,ke,:ke:,Kenya,F
52,2:08:36,,Tesfaye DEREJE,30 SEP 1985,ETH,4,,Fukuoka (JPN),06 DEC 2009,1184,2009,0 days 02:08:36,7716,ETH,et,:et:,Ethiopia,F
55,2:08:38,,Daniel KIPRUGUT,25 APR 1978,KEN,10,,Paris (FRA),05 APR 2009,1183,2009,0 days 02:08:38,7718,KEN,ke,:ke:,Kenya,F
56,2:08:41,,Eshetu WENDIMU,03 OCT 1986,ETH,3f1,,Dubai (UAE),16 JAN 2009,1182,2009,0 days 02:08:41,7721,ETH,et,:et:,Ethiopia,F
57,2:08:42,,Nicholas Manza KAMAKYA,02 MAR 1985,KEN,2,,Beijing (CHN),18 OCT 2009,1182,2009,0 days 02:08:42,7722,KEN,ke,:ke:,Kenya,F
58,2:08:43,,Abraham CHELANGA,09 SEP 1984,KEN,11,,Paris (FRA),05 APR 2009,1182,2009,0 days 02:08:43,7723,KEN,ke,:ke:,Kenya,F
58,2:08:43,,Richard LIMO,18 NOV 1980,KEN,4,,"Chicago, IL (USA)",11 OCT 2009,1182,2009,0 days 02:08:43,7723,KEN,ke,:ke:,Kenya,F
60,2:08:46,,Shumye ALEMAYEHU,06 APR 1988,ETH,5,,Frankfurt (GER),25 OCT 2009,1181,2009,0 days 02:08:46,7726,ETH,et,:et:,Ethiopia,F
61,2:08:49,,Chala LEMI,26 FEB 1987,ETH,2,,Toronto (CAN),27 SEP 2009,1180,2009,0 days 02:08:49,7729,ETH,et,:et:,Ethiopia,F
62,2:08:51,,Benson Kipchumba BARUS,04 JUL 1980,KEN,3,,Beijing (CHN),18 OCT 2009,1179,2009,0 days 02:08:51,7731,KEN,ke,:ke:,Kenya,F
63,2:08:58,,Daniel KOSGEI,19 JUN 1986,KEN,7,,Amsterdam (NED),18 OCT 2009,1177,2009,0 days 02:08:58,7738,KEN,ke,:ke:,Kenya,F
64,2:09:00,,Francis Kibiwott LARABAL,15 SEP 1978,KEN,1,,Seoul (KOR),01 NOV 2009,1177,2009,0 days 02:09:00,7740,KEN,ke,:ke:,Kenya,F
65,2:09:02,,Jacob YATOR,05 AUG 1982,KEN,1,,Enschede (NED),26 APR 2009,1176,2009,0 days 02:09:02,7742,KEN,ke,:ke:,Kenya,F
66,2:09:08,,Dereje DEBELE,28 JUN 1986,ETH,2,,Wien (AUT),19 APR 2009,1175,2009,0 days 02:09:08,7748,ETH,et,:et:,Ethiopia,F
66,2:09:08,,Joel KIPTOO,1986,KEN,1,,Karlsruhe (GER),20 SEP 2009,1175,2009,0 days 02:09:08,7748,KEN,ke,:ke:,Kenya,F
68,2:09:09,,Aadam Ismaeel KHAMIS,12 FEB 1989,BRN,3,,Köln (GER),04 OCT 2009,1174,2009,0 days 02:09:09,7749,BRN,bn,:bn:,Brunei Darussalam,F
69,2:09:12,,Feyisa LILESA,01 FEB 1990,ETH,1,,Dublin (IRL),26 OCT 2009,1174,2009,0 days 02:09:12,7752,ETH,et,:et:,Ethiopia,F
70,2:09:16,,Atsushi SATO,08 MAY 1978,JPN,7,,London (GBR),26 APR 2009,1172,2009,0 days 02:09:16,7756,JPN,jp,:jp:,Japan,F
71,2:09:19,,Alfred KERING,20 NOV 1978,KEN,6,,Rotterdam (NED),05 APR 2009,1172,2009,0 days 02:09:19,7759,KEN,ke,:ke:,Kenya,F
72,2:09:20,,Samson BARMAO,17 APR 1982,KEN,4,,Eindhoven (NED),11 OCT 2009,1171,2009,0 days 02:09:20,7760,KEN,ke,:ke:,Kenya,F
73,2:09:21,,Mebrahtom KEFLEZIGHI,05 MAY 1975,USA,8,,London (GBR),26 APR 2009,1171,2009,0 days 02:09:21,7761,USA,us,:us:,United States,F
74,2:09:23,,Gashaw MELESE ASFAW,26 SEP 1978,ETH,3,,Toronto (CAN),27 SEP 2009,1170,2009,0 days 02:09:23,7763,ETH,et,:et:,Ethiopia,F
75,2:09:24,,David TARUS,1978,KEN,6,,Eindhoven (NED),11 OCT 2009,1170,2009,0 days 02:09:24,7764,KEN,ke,:ke:,Kenya,F
76,2:09:25,,Joseph Nganga MAREGU,22 NOV 1977,KEN,3,,Wien (AUT),19 APR 2009,1170,2009,0 days 02:09:25,7765,KEN,ke,:ke:,Kenya,F
77,2:09:29,,Hillary BETT,1980,KEN,2,,Essen (GER),17 MAY 2009,1169,2009,0 days 02:09:29,7769,KEN,ke,:ke:,Kenya,F
78,2:09:32,,Mesfin ADIMASU,05 MAR 1985,ETH,7,,Rotterdam (NED),05 APR 2009,1168,2009,0 days 02:09:32,7772,ETH,et,:et:,Ethiopia,F
78,2:09:32,,Tariku JUFAR,18 JUL 1984,ETH,2,,"Los Angeles, CA (USA)",25 MAY 2009,1168,2009,0 days 02:09:32,7772,ETH,et,:et:,Ethiopia,F
78,2:09:32,,Getu FELEKE,28 NOV 1986,ETH,8,,Amsterdam (NED),18 OCT 2009,1168,2009,0 days 02:09:32,7772,ETH,et,:et:,Ethiopia,F
81,2:09:33,,James ROTICH,22 DEC 1978,KEN,7,,Eindhoven (NED),11 OCT 2009,1168,2009,0 days 02:09:33,7773,KEN,ke,:ke:,Kenya,F
82,2:09:34,,Kenai Kiprotich KENEI,01 JAN 1978,KEN,8,,Eindhoven (NED),11 OCT 2009,1167,2009,0 days 02:09:34,7774,KEN,ke,:ke:,Kenya,F
82,2:09:34,,Hailu Abebe DOGAGA,1985,ETH,1,,Reims (FRA),18 OCT 2009,1167,2009,0 days 02:09:34,7774,ETH,et,:et:,Ethiopia,F
82,2:09:34,,Sammy Kiptoo KURGAT,1975,KEN,6,,Frankfurt (GER),25 OCT 2009,1167,2009,0 days 02:09:34,7774,KEN,ke,:ke:,Kenya,F
85,2:09:35,,Raymond Kipkoech CHEMWELO,19 JUL 1978,KEN,3,,Essen (GER),17 MAY 2009,1167,2009,0 days 02:09:35,7775,KEN,ke,:ke:,Kenya,F
86,2:09:37,,Mushir Salim JAWHER,13 JUN 1978,KEN,2f1,,See Genezareth (ISR),08 JAN 2009,1167,2009,0 days 02:09:37,7777,KEN,ke,:ke:,Kenya,F
87,2:09:41,,William KIPCHUMBA,03 NOV 1976,KEN,1,,Utrecht (NED),13 APR 2009,1165,2009,0 days 02:09:41,7781,KEN,ke,:ke:,Kenya,F
87,2:09:41,,Berga BIRHANU BEKELE,20 APR 1981,ETH,5,,Beijing (CHN),18 OCT 2009,1165,2009,0 days 02:09:41,7781,ETH,et,:et:,Ethiopia,F
89,2:09:44,,Tsegay Reda GEBRESILASSIE,26 SEP 1984,NED,9,,Eindhoven (NED),11 OCT 2009,1165,2009,0 days 02:09:44,7784,NLD,nl,:nl:,,F
90,2:09:46,,Zembaba YIGEZE,26 SEP 1983,ETH,2,,Reims (FRA),18 OCT 2009,1164,2009,0 days 02:09:46,7786,ETH,et,:et:,Ethiopia,F
90,2:09:46,,Evans Kiprop CHERUIYOT,10 MAY 1982,KEN,5,,Fukuoka (JPN),06 DEC 2009,1164,2009,0 days 02:09:46,7786,KEN,ke,:ke:,Kenya,F
92,2:09:47,,Hosea Kiprop ROTICH,02 AUG 1979,KEN,4,,Roma (ITA),22 MAR 2009,1164,2009,0 days 02:09:47,7787,KEN,ke,:ke:,Kenya,F
92,2:09:47,,Felix LIMO,22 AUG 1980,KEN,9,,London (GBR),26 APR 2009,1164,2009,0 days 02:09:47,7787,KEN,ke,:ke:,Kenya,F
94,2:09:50,,Mulugeta WAMI,17 JUL 1982,ETH,1,,Chuncheon (KOR),25 OCT 2009,1163,2009,0 days 02:09:50,7790,ETH,et,:et:,Ethiopia,F
95,2:09:52,,Abebe NEGEWO,20 MAY 1984,ETH,4,,Wien (AUT),19 APR 2009,1162,2009,0 days 02:09:52,7792,ETH,et,:et:,Ethiopia,F
96,2:09:53,,Ruggero PERTILE,08 AUG 1974,ITA,2,,Torino (ITA),19 APR 2009,1162,2009,0 days 02:09:53,7793,ITA,it,:it:,Italy,F
97,2:09:56,,Robert Kipkorir KIPCHUMBA,24 FEB 1984,KEN,8,,Rotterdam (NED),05 APR 2009,1161,2009,0 days 02:09:56,7796,KEN,ke,:ke:,Kenya,F
98,2:09:58,,Girma ASSEFA,20 JUN 1986,ETH,6,,Berlin (GER),20 SEP 2009,1161,2009,0 days 02:09:58,7798,ETH,et,:et:,Ethiopia,F
99,2:10:00,,Dathan RITZENHEIN,30 DEC 1982,USA,10,,London (GBR),26 APR 2009,1160,2009,0 days 02:10:00,7800,USA,us,:us:,United States,F
100,2:10:07,,Joseph KIPTUM ROP,,KEN,5,,Daegu (KOR),12 APR 2009,1158,2009,0 days 02:10:07,7807,KEN,ke,:ke:,Kenya,F
1,2:03:36,,Bashir ABDI,10 FEB 1989,BEL,1,,Rotterdam (NED),24 OCT 2021,1269,2021,0 days 02:03:36,7416,BEL,be,:be:,Belgium,F
2,2:03:39,,Tamirat TOLA,11 AUG 1991,ETH,1,,Amsterdam (NED),17 OCT 2021,1268,2021,0 days 02:03:39,7419,ETH,et,:et:,Ethiopia,F
3,2:03:55,,Reuben Kiprop KIPYEGO,21 AUG 1996,KEN,1,,Milano (ITA),16 MAY 2021,1263,2021,0 days 02:03:55,7435,KEN,ke,:ke:,Kenya,F
4,2:04:01,,Sisay LEMMA,12 DEC 1990,ETH,1,,London (GBR),03 OCT 2021,1262,2021,0 days 02:04:01,7441,ETH,et,:et:,Ethiopia,F
5,2:04:04,,Marius KIPSEREM,17 MAY 1988,KEN,2,,Rotterdam (NED),24 OCT 2021,1261,2021,0 days 02:04:04,7444,KEN,ke,:ke:,Kenya,F
6,2:04:09,,Bernard Kiprop KOECH,31 JAN 1988,KEN,2,,Amsterdam (NED),17 OCT 2021,1259,2021,0 days 02:04:09,7449,KEN,ke,:ke:,Kenya,F
7,2:04:12,,Leul GEBRESILASE,20 SEP 1992,ETH,3,,Amsterdam (NED),17 OCT 2021,1258,2021,0 days 02:04:12,7452,ETH,et,:et:,Ethiopia,F
8,2:04:17,,Barnabas KIPTUM,08 DEC 1986,KEN,2,,Milano (ITA),16 MAY 2021,1257,2021,0 days 02:04:17,7457,KEN,ke,:ke:,Kenya,F
9,2:04:21,,Elisha ROTICH,12 APR 1990,KEN,1,,Paris (FRA),17 OCT 2021,1256,2021,0 days 02:04:21,7461,KEN,ke,:ke:,Kenya,F
10,2:04:27,,Dawit WOLDE,19 MAY 1991,ETH,3,,Rotterdam (NED),24 OCT 2021,1254,2021,0 days 02:04:27,7467,ETH,et,:et:,Ethiopia,F
11,2:04:28,,Vincent KIPCHUMBA,03 AUG 1990,KEN,2,,London (GBR),03 OCT 2021,1254,2021,0 days 02:04:28,7468,KEN,ke,:ke:,Kenya,F
12,2:04:29,,Seifu TURA,19 JUN 1997,ETH,3,,Milano (ITA),16 MAY 2021,1253,2021,0 days 02:04:29,7469,ETH,et,:et:,Ethiopia,F
13,2:04:30,,Eliud KIPCHOGE,05 NOV 1984,KEN,1,,Enschede (NED),18 APR 2021,1253,2021,0 days 02:04:30,7470,KEN,ke,:ke:,Kenya,F
14,2:04:32,,Jonathan Kipleting KORIR,20 NOV 1986,KEN,4,,Amsterdam (NED),17 OCT 2021,1253,2021,0 days 02:04:32,7472,KEN,ke,:ke:,Kenya,F
15,2:04:35,,Hiskel TEWELDE,15 SEP 1986,ERI,5,,Amsterdam (NED),17 OCT 2021,1252,2021,0 days 02:04:35,7475,ERI,er,:er:,Eritrea,F
16,2:04:41,,Mosinet GEREMEW,12 FEB 1992,ETH,3,,London (GBR),03 OCT 2021,1250,2021,0 days 02:04:41,7481,ETH,et,:et:,Ethiopia,F
16,2:04:41,,Hailemaryam KIROS,05 FEB 1997,ETH,2,,Paris (FRA),17 OCT 2021,1250,2021,0 days 02:04:41,7481,ETH,et,:et:,Ethiopia,F
18,2:04:44,,Hillary KIPSAMBU,04 FEB 1985,KEN,3,,Paris (FRA),17 OCT 2021,1249,2021,0 days 02:04:44,7484,KEN,ke,:ke:,Kenya,F
19,2:04:48,,Barselius KIPYEGO,22 JUL 1993,KEN,4,,Paris (FRA),17 OCT 2021,1248,2021,0 days 02:04:48,7488,KEN,ke,:ke:,Kenya,F
20,2:04:53,,Abayneh DEGU,01 DEC 1998,ETH,5,,Paris (FRA),17 OCT 2021,1247,2021,0 days 02:04:53,7493,ETH,et,:et:,Ethiopia,F
21,2:04:55,,Gabriel Gerald GEAY,10 SEP 1996,TAN,5,,Milano (ITA),16 MAY 2021,1246,2021,0 days 02:04:55,7495,TZA,tz,:tz:,,F
22,2:04:56,,Kengo SUZUKI,11 JUN 1995,JPN,1,,Otsu (JPN),28 FEB 2021,1246,2021,0 days 02:04:56,7496,JPN,jp,:jp:,Japan,F
23,2:05:01,,Nicholas KIRWA,16 JUN 1994,KEN,6,,Milano (ITA),16 MAY 2021,1244,2021,0 days 02:05:01,7501,KEN,ke,:ke:,Kenya,F
24,2:05:09,,Morris Munene GACHAGA,07 APR 1995,KEN,6,,Paris (FRA),17 OCT 2021,1242,2021,0 days 02:05:09,7509,KEN,ke,:ke:,Kenya,F
25,2:05:11,,Tsegaye GETACHEW,30 NOV 1996,ETH,7,,Paris (FRA),17 OCT 2021,1241,2021,0 days 02:05:11,7511,ETH,et,:et:,Ethiopia,F
26,2:05:12,,Lawrence CHERONO,07 AUG 1988,KEN,1,,Valencia (ESP),05 DEC 2021,1241,2021,0 days 02:05:12,7512,KEN,ke,:ke:,Kenya,F
27,2:05:16,,Chalu DESO,14 DEC 1997,ETH,2,,Valencia (ESP),05 DEC 2021,1240,2021,0 days 02:05:16,7516,ETH,et,:et:,Ethiopia,F
28,2:05:19,,Joel Kemboi KIMURER,21 JAN 1988,KEN,7,,Milano (ITA),16 MAY 2021,1239,2021,0 days 02:05:19,7519,KEN,ke,:ke:,Kenya,F
28,2:05:19,,Philemon Kacheran LOKEDI,04 JUL 1992,KEN,3,,Valencia (ESP),05 DEC 2021,1239,2021,0 days 02:05:19,7519,KEN,ke,:ke:,Kenya,F
30,2:05:20,,Moses KIBET,04 FEB 1997,KEN,6,,Amsterdam (NED),17 OCT 2021,1239,2021,0 days 02:05:20,7520,KEN,ke,:ke:,Kenya,F
31,2:05:22,,Afewerki BERHANE,06 MAY 1996,ERI,7,,Amsterdam (NED),17 OCT 2021,1238,2021,0 days 02:05:22,7522,ERI,er,:er:,Eritrea,F
31,2:05:22,,Titus KIPRUTO,25 JUN 1998,KEN,4,,Rotterdam (NED),24 OCT 2021,1238,2021,0 days 02:05:22,7522,KEN,ke,:ke:,Kenya,F
33,2:05:23,,Geoffrey KAMWOROR,22 NOV 1992,KEN,4,,Valencia (ESP),05 DEC 2021,1238,2021,0 days 02:05:23,7523,KEN,ke,:ke:,Kenya,F
34,2:05:27,,Abebe NEGEWO,20 MAY 1984,ETH,5,,Valencia (ESP),05 DEC 2021,1237,2021,0 days 02:05:27,7527,ETH,et,:et:,Ethiopia,F
35,2:05:28,,Goitom KIFLE,03 DEC 1993,ERI,6,,Valencia (ESP),05 DEC 2021,1237,2021,0 days 02:05:28,7528,ERI,er,:er:,Eritrea,F
36,2:05:43,,Evans CHEBET,10 NOV 1988,KEN,4,,London (GBR),03 OCT 2021,1232,2021,0 days 02:05:43,7543,KEN,ke,:ke:,Kenya,F
37,2:05:45,,Guye Idemo ADOLA,20 OCT 1990,ETH,1,,Berlin (GER),26 SEP 2021,1232,2021,0 days 02:05:45,7545,ETH,et,:et:,Ethiopia,F
38,2:05:47,,Eric Kiprono KIPTANUI,19 APR 1990,KEN,1,,Siena (ITA),11 APR 2021,1231,2021,0 days 02:05:47,7547,KEN,ke,:ke:,Kenya,F
39,2:05:51,,Emmanuel SAINA,06 SEP 1992,KEN,5,,Rotterdam (NED),24 OCT 2021,1230,2021,0 days 02:05:51,7551,KEN,ke,:ke:,Kenya,F
40,2:05:52,,Andualem BELAY,05 APR 1992,ETH,1,,Lisboa (POR),17 OCT 2021,1230,2021,0 days 02:05:52,7552,ETH,et,:et:,Ethiopia,F
41,2:05:54,,Kinde ATANAW,15 APR 1993,ETH,7,,Valencia (ESP),05 DEC 2021,1229,2021,0 days 02:05:54,7554,ETH,et,:et:,Ethiopia,F
42,2:05:57,,Abdi FUFA,27 SEP 1995,ETH,2,,Siena (ITA),11 APR 2021,1228,2021,0 days 02:05:57,7557,ETH,et,:et:,Ethiopia,F
