Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
22,2:22:30,,Judith Jeptum KORIR,12 DEC 1995,KEN,1,,Abu Dhabi (UAE),26 NOV 2021,1208
23,2:22:31,,Ruth CHEPNGETICH,08 AUG 1994,KEN,1,,"Chicago, IL (USA)",10 OCT 2021,1208
24,2:22:39,,Peres JEPCHIRCHIR,27 SEP 1993,KEN,1,,"New York, NY (USA)",07 NOV 2021,1206
25,2:22:44,,Violah CHEPTOO,01 MAR 1989,KEN,2,,"New York, NY (USA)",07 NOV 2021,1205
26,2:22:45,,Tigist GIRMA,12 JUL 1993,ETH,9,,London (GBR),03 OCT 2021,1205
27,2:22:46,,Purity CHANGWONY,1990,KEN,2,,Siena (ITA),11 APR 2021,1205
28,2:22:52,,Ababel YESHANEH,22 JUL 1991,ETH,3,,"New York, NY (USA)",07 NOV 2021,1204
29,2:22:58,,Bedatu HIRPA,28 APR 1999,ETH,4,,Praha (CZE),30 MAY 2021,1203
30,2:23:04,,Beyenu DEGEFA,12 JUL 1999,ETH,3,,Valencia (ESP),05 DEC 2021,1202
31,2:23:05,,Helen BEKELE,21 NOV 1994,ETH,3,,Berlin (GER),26 SEP 2021,1202
32,2:23:10,,Eunice Chebichii CHUMBA,23 MAY 1993,BRN,2,,Milano (ITA),16 MAY 2021,1201
33,2:23:20,,Rahma TUSA,14 SEP 1993,ETH,4,,Valencia (ESP),05 DEC 2021,1199
34,2:23:26,,Charlotte PURDUE,10 JUN 1991,GBR,10,,London (GBR),03 OCT 2021,1198
35,2:23:30,,Honami MAEDA,17 JUL 1996,JPN,2,,Osaka (JPN),31 JAN 2021,1198
36,2:23:38,,Bethelhem MOGES,03 MAY 1991,ETH,3,,Milano (ITA),16 MAY 2021,1196
36,2:23:38,,Celestine CHEPCHIRCHIR,18 DEC 1995,KEN,1,,La Rochelle (FRA),28 NOV 2021,1196
38,2:23:45,,Risper CHEBET,06 JUN 1992,KEN,4,,Milano (ITA),16 MAY 2021,1195
39,2:23:53,,Tadu TESHOME,09 JUN 2001,ETH,1,,Barcelona (ESP),07 NOV 2021,1194
40,2:23:58,,Fionnuala MCCORMACK,24 SEP 1984,IRL,5,,Valencia (ESP),05 DEC 2021,1193
41,2:24:01,,Azmera GEBRU,31 OCT 1995,ETH,6,,Valencia (ESP),05 DEC 2021,1192
42,2:24:09,,Sisay Meseret GOLA,30 DEC 1997,ETH,2,,Barcelona (ESP),07 NOV 2021,1191
43,2:24:13,,Adanech ANBESA,23 JAN 1998,ETH,7,,Valencia (ESP),05 DEC 2021,1190
44,2:24:15,,Sheila JEROTICH,06 JUN 1989,KEN,1,,Istanbul (TUR),07 NOV 2021,1190
45,2:24:16,,Betty Wilson LEMPUS,09 JUL 1991,KEN,5,,Praha (CZE),30 MAY 2021,1190
46,2:24:20,,Antonina KWAMBAI,01 APR 1992,KEN,5,,Siena (ITA),11 APR 2021,1189
46,2:24:20,,Emma BATES,08 JUL 1992,USA,2,,"Chicago, IL (USA)",10 OCT 2021,1189
48,2:24:21,,Birhane DIBABA,11 SEP 1993,ETH,11,,London (GBR),03 OCT 2021,1189
48,2:24:21,,Jackline CHEPNGENO,16 JAN 1993,KEN,2,,Istanbul (TUR),07 NOV 2021,1189
50,2:24:23,,Tigist MEMUYE,26 OCT 1994,ETH,2,,Genève (SUI),02 MAY 2021,1189
51,2:24:24,,Lucy KARIMI,06 OCT 1986,KEN,3,,Genève (SUI),02 MAY 2021,1188
52,2:24:25,,Meseret BELETE,16 SEP 1999,ETH,3,,Barcelona (ESP),07 NOV 2021,1188
53,2:24:29,,Vibian CHEPKURUI,05 JUN 1994,KEN,1,,Wien (AUT),12 SEP 2021,1188
54,2:24:32,,Sayaka SATO,27 MAY 1994,JPN,2,,Nagoya (JPN),14 MAR 2021,1187
54,2:24:32,,Delvine Relin MERINGOR,01 AUG 1992,KEN,6,,Siena (ITA),11 APR 2021,1187
56,2:24:33,,Edith CHELIMO,16 JUL 1986,KEN,4,,Berlin (GER),26 SEP 2021,1187
57,2:24:35,,Ayantu KUMELA,14 MAY 1996,ETH,1,,Košice (SVK),03 OCT 2021,1187
58,2:24:41,,Yukari ABE,29 NOV 1991,JPN,3,,Osaka (JPN),31 JAN 2021,1186
59,2:24:42,,Maeregu HAYELOM,20 MAY 1999,ETH,2,,Košice (SVK),03 OCT 2021,1185
59,2:24:42,,Molly SEIDEL,12 JUL 1994,USA,4,,"New York, NY (USA)",07 NOV 2021,1185
61,2:24:43,,Shure DEMISE,21 JAN 1996,ETH,5,,Berlin (GER),26 SEP 2021,1185
62,2:24:45,,Ayantu ABDI,01 MAR 1992,ETH,3,,Istanbul (TUR),07 NOV 2021,1185
63,2:24:50,,Yenenesh TILAHUN DINKESA,22 SEP 1994,ETH,5,,Milano (ITA),16 MAY 2021,1184
63,2:24:50,,Tseginesh MEKONNIN,11 SEP 1992,ETH,1,,Málaga (ESP),12 DEC 2021,1184
65,2:24:51,,Bekelech GUDETA,11 OCT 1997,ETH,4,,Barcelona (ESP),07 NOV 2021,1184
66,2:24:52,,Mao UESUGI,16 AUG 1995,JPN,4,,Osaka (JPN),31 JAN 2021,1184
67,2:24:53,,Sentayehu LEWETEGN,09 MAY 1996,ETH,6,,Milano (ITA),16 MAY 2021,1184
68,2:24:54,,Dorcas Jepchirchir TUITOEK,31 JAN 1998,KEN,8,,Valencia (ESP),05 DEC 2021,1183
69,2:24:58,,Fancy CHEMUTAI,20 MAR 1995,KEN,6,,Berlin (GER),26 SEP 2021,1183
70,2:25:00,,Dinknesh Mekash TEFERA,11 SEP 1985,ETH,3,,Košice (SVK),03 OCT 2021,1182
71,2:25:02,,Yeneabeba EIGU,12 SEP 1999,ETH,2,,Málaga (ESP),12 DEC 2021,1182
72,2:25:07,,Bere AYALEW,12 SEP 1999,ETH,1,,Lisboa (POR),17 OCT 2021,1181
73,2:25:12,,Meseret DINKE,22 SEP 1996,ETH,9,,Valencia (ESP),05 DEC 2021,1180
74,2:25:15,,Jessica STENSON,15 AUG 1987,AUS,1,,Perth (AUS),17 OCT 2021,1180
75,2:25:20,,Giovanna EPIS,11 OCT 1988,ITA,10,,Valencia (ESP),05 DEC 2021,1179
75,2:25:20,,Beatrice CHEPTOO,01 JUN 1993,KEN,3,,Málaga (ESP),12 DEC 2021,1179
77,2:25:28,,Gerda STEYN,03 MAR 1990,RSA,8,,Siena (ITA),11 APR 2021,1178
78,2:25:32,,Aberash FAYESA,1995,ETH,2,,La Rochelle (FRA),28 NOV 2021,1177
79,2:25:37,,Bornes CHEPKIRUI,23 NOV 1986,KEN,11,,Valencia (ESP),05 DEC 2021,1176
80,2:25:38,,Gelete BURKA,23 JAN 1986,ETH,3,,Wien (AUT),12 SEP 2021,1176
81,2:25:44,,Lydia Naliaka SIMIYU,24 APR 1996,KEN,1,,Cape Town (RSA),17 OCT 2021,1175
82,2:25:59,,Katharina STEINRUCK,22 AUG 1989,GER,1,,Enschede (NED),18 APR 2021,1173
83,2:26:08,,Aleksandra LISOWSKA,12 DEC 1990,POL,1,,Debno (POL),18 APR 2021,1171
83,2:26:08,,Bojana BJELJAC,10 APR 1989,CRO,12,,Valencia (ESP),05 DEC 2021,1171
85,2:26:09,,Helalia JOHANNES,13 AUG 1980,NAM,5,,"New York, NY (USA)",07 NOV 2021,1171
86,2:26:10,,Kellyn TAYLOR,22 JUL 1986,USA,6,,"New York, NY (USA)",07 NOV 2021,1171
87,2:26:11,,Esther CHESANG,26 OCT 1994,KEN,5,,Barcelona (ESP),07 NOV 2021,1171
88,2:26:12,,Aynalem KASSAHUN,28 NOV 1993,ETH,3,,Cape Town (RSA),17 OCT 2021,1170
89,2:26:13,,Tigist ABAYECHEW,22 FEB 1994,ETH,6,,Praha (CZE),30 MAY 2021,1170
90,2:26:14,,Fabienne SCHLUMPF,17 NOV 1990,SUI,2,,Belp (SUI),03 APR 2021,1170
91,2:26:15,,Ayumi HAGIWARA,01 JUN 1992,JPN,5,,Osaka (JPN),31 JAN 2021,1170
92,2:26:18,,Annie FRISBIE,31 DEC 1996,USA,7,,"New York, NY (USA)",07 NOV 2021,1169
93,2:26:20,,Gadise MULU,14 NOV 1997,ETH,1,,Hamburg (GER),12 SEP 2021,1169
94,2:26:21,,Letebrhan Haylay GEBRESLASEA,29 OCT 1990,ETH,2,,Izmir (TUR),11 APR 2021,1169
94,2:26:21,,Fantu JIMMA,11 SEP 1987,ETH,3,,Paris (FRA),17 OCT 2021,1169
96,2:26:26,,Natsumi MATSUSHITA,22 JAN 1995,JPN,3,,Nagoya (JPN),14 MAR 2021,1168
97,2:26:30,,Mirai WAKU,01 JUL 1995,JPN,4,,Nagoya (JPN),14 MAR 2021,1167
98,2:26:32,,Caroline Cheptanui KILEL,21 MAR 1981,KEN,4,,Málaga (ESP),12 DEC 2021,1167
99,2:26:33,,Gladys Jepkurui BIWOTT,22 FEB 1985,KEN,9,,Siena (ITA),11 APR 2021,1167
100,2:26:34,,Nienke BRINKMAN,28 OCT 1993,NED,13,,Valencia (ESP),05 DEC 2021,1167
1,2:22:11,,Irina MIKITENKO,23 AUG 1972,GER,1,,London (GBR),26 APR 2009,1211
2,2:23:12,,Mara YAMAUCHI,13 AUG 1973,GBR,2,,London (GBR),26 APR 2009,1201
3,2:23:42,,Yoko SHIBUI,14 MAR 1979,JPN,1,,Osaka (JPN),25 JAN 2009,1196
4,2:24:02,,Bezunesh BEKELE,29 JAN 1983,ETH,1f1,,Dubai (UAE),16 JAN 2009,1192
5,2:24:18,,Teyba ERKESSO,30 OCT 1982,ETH,1f1,,"Houston, TX (USA)",18 JAN 2009,1189
6,2:24:24,,Liliya SHOBUKHOVA,13 NOV 1977,RUS,3,,London (GBR),26 APR 2009,1188
7,2:24:42,,Atsede BAYISA,16 APR 1987,ETH,1,,Paris (FRA),05 APR 2009,1185
8,2:24:47,,Atsede HABTAMU,26 OCT 1987,ETH,1,,Berlin (GER),20 SEP 2009,1185
9,2:25:02,,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,2,,Paris (FRA),05 APR 2009,1182
10,2:25:06,,Svetlana ZAKHAROVA,15 SEP 1970,RUS,4,,London (GBR),26 APR 2009,1181
11,2:25:10,,Kiyoko SHIMAHARA,22 DEC 1976,JPN,1,,Sapporo (JPN),30 AUG 2009,1181
12,2:25:15,,Xue BAI,13 DEC 1988,CHN,1,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1180
13,2:25:24,,Caroline Cheptanui KILEL,21 MAR 1981,KEN,1,,Ljubljana (SLO),25 OCT 2009,1178
14,2:25:25,,Yoshimi OZAKI,01 JUL 1981,JPN,2,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1178
15,2:25:30,,Berhane ADERE,23 NOV 1973,ETH,5,,London (GBR),26 APR 2009,1177
16,2:25:35,,Helena Loshanyang KIROP,09 SEP 1976,KEN,3f1,,Dubai (UAE),16 JAN 2009,1177
17,2:25:37,,Robe GUTA,12 OCT 1986,ETH,1,,Seoul (KOR),14 MAR 2009,1176
18,2:25:38,,Mizuho NASUKAWA,22 NOV 1979,JPN,1,,Tokyo (JPN),22 MAR 2009,1176
19,2:25:39,,Chunxiu ZHOU,15 NOV 1978,CHN,4,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1176
20,2:25:40,,Yukiko AKABA,18 OCT 1979,JPN,2,,Osaka (JPN),25 JAN 2009,1176
21,2:25:43,,Christelle DAUNAY,05 DEC 1974,FRA,3,,Paris (FRA),05 APR 2009,1175
22,2:25:49,,Ashu KASIM,20 OCT 1984,ETH,4,,Paris (FRA),05 APR 2009,1174
23,2:25:53,,Tatyana PETROVA,08 APR 1983,RUS,4f1,,Dubai (UAE),16 JAN 2009,1174
24,2:26:03,,Marisa BARROS,25 FEB 1980,POR,1f1,,Sevilla (ESP),22 FEB 2009,1172
25,2:26:08,,Xiaolin ZHU,20 FEB 1984,CHN,5,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1171
26,2:26:22,,Agnes KIPROP,14 JAN 1980,KEN,1,,Torino (ITA),19 APR 2009,1169
26,2:26:22,,Catherine NDEREBA,21 JUL 1972,KEN,6,,London (GBR),26 APR 2009,1169
28,2:26:24,,Silviya SKVORTSOVA,16 NOV 1974,RUS,2,,Berlin (GER),20 SEP 2009,1168
29,2:26:29,,Tomo MORIMOTO,27 DEC 1983,JPN,7,,London (GBR),26 APR 2009,1168
30,2:26:30,,Nailia IULAMANOVA,06 SEP 1980,RUS,1,,Rotterdam (NED),05 APR 2009,1167
31,2:26:37,,Genet GETANEH,06 JAN 1986,ETH,5f1,,Dubai (UAE),16 JAN 2009,1166
32,2:26:38,,Mamitu DASKA,16 OCT 1983,ETH,3,,Berlin (GER),20 SEP 2009,1166
33,2:26:45,,Rosaria CONSOLE,17 DEC 1979,ITA,4,,Berlin (GER),20 SEP 2009,1165
34,2:26:51,,Eyerusalem KUMA,07 SEP 1981,ETH,6f1,,Dubai (UAE),16 JAN 2009,1164
35,2:26:53,,Amane GOBENA,11 SEP 1986,ETH,2,,"Los Angeles, CA (USA)",25 MAY 2009,1164
36,2:26:54,,Gete WAMI,11 DEC 1974,ETH,8,,London (GBR),26 APR 2009,1163
37,2:26:55,,Tetyana FILONYUK,05 APR 1984,UKR,2,,Ljubljana (SLO),25 OCT 2009,1163
38,2:26:57,,Yumiko HARA,09 JAN 1982,JPN,3,,Osaka (JPN),25 JAN 2009,1163
38,2:26:57,,Yuri KANO,27 OCT 1978,JPN,7,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1163
40,2:27:08,,Miki OHIRA,28 JUN 1981,JPN,4,,Osaka (JPN),25 JAN 2009,1161
40,2:27:08,,Firehiwot Tesfaye DADO,09 JAN 1984,ETH,1,,Roma (ITA),22 MAR 2009,1161
42,2:27:14,,Lidia ŞIMON,04 SEP 1973,ROU,5,,Osaka (JPN),25 JAN 2009,1160
43,2:27:16,,Mika OKUNAGA,27 OCT 1982,JPN,6,,Osaka (JPN),25 JAN 2009,1160
44,2:27:23,,Akemi OZAKI,12 OCT 1977,JPN,2,,Sapporo (JPN),30 AUG 2009,1159
45,2:27:25,,Nuţa OLARU,28 AUG 1970,ROU,2f1,,"Houston, TX (USA)",18 JAN 2009,1158
46,2:27:37,,Yuliya GROMOVA,21 MAY 1974,RUS,1,,"San Diego, CA (USA)",31 MAY 2009,1156
47,2:27:38,,Ruth WANJIRU,11 SEP 1981,KEN,7,,Osaka (JPN),25 JAN 2009,1156
48,2:27:39,,Alevtina BIKTIMIROVA,10 SEP 1982,RUS,8,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1156
49,2:27:41,,Asmae LEGHZAOUI,30 AUG 1976,MAR,1,,Ottawa (CAN),24 MAY 2009,1156
50,2:27:42,,Lyudmila PETROVA,07 OCT 1968,RUS,9,,London (GBR),26 APR 2009,1155
51,2:27:46,,Anne Jepkemboi KOSGEI,1980,KEN,1,,Venezia (ITA),25 OCT 2009,1155
52,2:27:48,,Sun-young LEE,20 AUG 1984,KOR,2,,Seoul (KOR),14 MAR 2009,1154
52,2:27:48,,Kara GOUCHER,09 JUL 1978,USA,9,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1154
54,2:27:49,,Yanan WEI,06 DEC 1981,CHN,1,,Shanghai (CHN),29 NOV 2009,1154
55,2:27:50,,Hellen Jemaiyo KIMUTAI,28 DEC 1977,KEN,2,,Frankfurt (GER),25 OCT 2009,1154
56,2:27:53,,Desiree DAVILA,26 JUL 1983,USA,10,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1154
57,2:27:56,,Madoka OGI,26 OCT 1983,JPN,8,,Osaka (JPN),25 JAN 2009,1153
58,2:28:08,,Kebebush Haile LEMA,13 APR 1986,ETH,3,,Roma (ITA),22 MAR 2009,1151
59,2:28:09,,Lydia CHEROMEI,11 MAY 1977,KEN,2,,Rotterdam (NED),05 APR 2009,1151
60,2:28:13,,Yoshiko FUJINAGA,15 AUG 1981,JPN,1,,Nagoya (JPN),08 MAR 2009,1150
61,2:28:16,,Tirfi TSEGAYE,25 NOV 1984,ETH,2,,Shanghai (CHN),29 NOV 2009,1150
62,2:28:26,,Shiru DERIBA,22 OCT 1985,ETH,8f1,,Dubai (UAE),16 JAN 2009,1148
63,2:28:27,,Olga GLOK,16 DEC 1982,RUS,1,,Praha (CZE),10 MAY 2009,1148
64,2:28:34,,Pyo UN-SUK,13 JUN 1981,PRK,1,,Pyongyang (PRK),12 APR 2009,1147
65,2:28:41,,Koren Jelila YAL,18 JAN 1987,ETH,2,,Venezia (ITA),25 OCT 2009,1146
66,2:28:47,,Alena SAMOKHVALOVA,21 NOV 1980,RUS,3,,Venezia (ITA),25 OCT 2009,1145
67,2:28:50,,Deena KASTOR,14 FEB 1973,USA,4,,"Chicago, IL (USA)",11 OCT 2009,1144
68,2:28:55,,Yukari SAHAKU,05 NOV 1988,JPN,2,,Tokyo (JPN),22 MAR 2009,1143
69,2:28:57,,Irene JEROTICH,08 SEP 1974,KEN,1,,Nairobi (KEN),25 OCT 2009,1143
70,2:28:59,,Julia Mombi MURAGA,25 JAN 1985,KEN,11,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1143
71,2:29:01,,Alessandra AGUILAR,01 JUL 1978,ESP,1,,Hamburg (GER),26 APR 2009,1142
72,2:29:09,,Chika HORIE,15 FEB 1981,JPN,2,,Nagoya (JPN),08 MAR 2009,1141
73,2:29:10,,Karolina NADOLSKA,06 SEP 1981,POL,3,,Frankfurt (GER),25 OCT 2009,1141
74,2:29:16,,Risper KIMAIYO,26 JUN 1979,KEN,4,,Roma (ITA),22 MAR 2009,1140
75,2:29:17,,Leah MALOT,07 JUN 1972,KEN,6,,Berlin (GER),20 SEP 2009,1140
76,2:29:19,,Reiko TOSA,11 JUN 1976,JPN,3,,Tokyo (JPN),22 MAR 2009,1139
76,2:29:19,,Workenesh TOLA,06 JUN 1977,ETH,6,,Paris (FRA),05 APR 2009,1139
78,2:29:26,,Susanne HAHN,23 APR 1978,GER,1,,Düsseldorf (GER),03 MAY 2009,1138
79,2:29:33,,Anna INCERTI,19 JAN 1980,ITA,5,,Roma (ITA),22 MAR 2009,1137
80,2:29:35,,Yuko MACHIDA,11 AUG 1980,JPN,3,,Nagoya (JPN),08 MAR 2009,1137
81,2:29:38,,Kum-Ok KIM,09 DEC 1988,PRK,2,,Pyongyang (PRK),12 APR 2009,1136
81,2:29:38,,Mulu SEBOKA,25 SEP 1984,ETH,2,,Toronto (CAN),27 SEP 2009,1136
83,2:29:39,,Weiwei SUN,13 JAN 1985,CHN,12,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1136
84,2:29:42,,Lyubov MORGUNOVA,14 JAN 1971,RUS,4,,"Los Angeles, CA (USA)",25 MAY 2009,1136
85,2:29:47,,Caroline ROTICH,13 MAY 1984,KEN,1,,"Las Vegas, NV (USA)",06 DEC 2009,1135
86,2:29:50,,Woynishet GIRMA,28 JUL 1986,ETH,2,,Amsterdam (NED),18 OCT 2009,1134
87,2:29:52,,Rong CHEN,18 MAY 1988,CHN,1f1,,Xiamen (CHN),03 JAN 2009,1134
87,2:29:52,,Yeshi ESAYIAS,28 DEC 1985,ETH,1f1,,Marrakech (MAR),25 JAN 2009,1134
89,2:29:56,,Mayumi FUJITA,26 MAY 1983,JPN,4,,Nagoya (JPN),08 MAR 2009,1133
89,2:29:56,,Makeda HARONA,05 SEP 1988,ETH,4,,Venezia (ITA),25 OCT 2009,1133
91,2:29:57,,Bruna GENOVESE,24 SEP 1976,ITA,3,,Yokohama (JPN),15 NOV 2009,1133
92,2:29:58,,Kiyomi OGAWA,15 SEP 1981,JPN,5,,Nagoya (JPN),08 MAR 2009,1133
93,2:29:59,,Debellu Shitaye GEMECHU,17 JUN 1980,ETH,5,,Tokyo (JPN),22 MAR 2009,1133
94,2:30:05,,Alevtina IVANOVA,22 MAY 1975,RUS,2,,"Las Vegas, NV (USA)",06 DEC 2009,1132
95,2:30:07,,Irina TIMOFEYEVA,05 APR 1970,RUS,1,,Nagano (JPN),19 APR 2009,1131
95,2:30:07,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,16,,"Olympiastadion, Berlin (GER)",23 AUG 2009,1131
97,2:30:10,,Irene Kemunto MOGAKA,10 JAN 1985,KEN,5,,"Los Angeles, CA (USA)",25 MAY 2009,1131
98,2:30:12,,Ana DIAS,15 JAN 1974,POR,5,,Venezia (ITA),25 OCT 2009,1131
99,2:30:16,,Yumi HIRATA,22 JUN 1981,JPN,6,,Nagoya (JPN),08 MAR 2009,1130
100,2:30:18,,Lenah CHERUIYOT,01 MAR 1973,KEN,6,,Roma (ITA),22 MAR 2009,1130
1,2:19:41,,Yoko SHIBUI,14 MAR 1979,JPN,1,,Berlin (GER),26 SEP 2004,1237
2,2:22:35,,Margaret OKAYO,30 MAY 1976,KEN,1,,London (GBR),18 APR 2004,1207
3,2:23:26,,Hiromi OMINAMI,15 NOV 1975,JPN,2,,Berlin (GER),26 SEP 2004,1198
4,2:23:28,,Chunxiu ZHOU,15 NOV 1978,CHN,1,,Xiamen (CHN),27 MAR 2004,1198
5,2:23:45,,Constantina DITA-TOMESCU,23 JAN 1970,ROU,1,,"Chicago, IL (USA)",10 OCT 2004,1195
6,2:23:57,,Reiko TOSA,11 JUN 1976,JPN,1,,Nagoya (JPN),14 MAR 2004,1193
7,2:24:11,,Yingjie SUN,19 JAN 1979,CHN,1,,Beijing (CHN),17 OCT 2004,1191
8,2:24:32,,Salina Jebet KOSGEI,16 NOV 1976,KEN,1,,Paris (FRA),04 APR 2004,1187
9,2:24:33,,Nuţa OLARU,28 AUG 1970,ROU,2,,"Chicago, IL (USA)",10 OCT 2004,1187
10,2:24:47,,Megumi TANAKA-OSHIMA,04 SEP 1975,JPN,2,,Nagoya (JPN),14 MAR 2004,1185
11,2:25:01,,Svetlana ZAKHAROVA,15 SEP 1970,RUS,3,,"Chicago, IL (USA)",10 OCT 2004,1182
12,2:25:29,,Naoko SAKAMOTO,14 NOV 1980,JPN,1,,Osaka (JPN),25 JAN 2004,1178
13,2:26:02,,Lyudmila PETROVA,07 OCT 1968,RUS,2,,London (GBR),18 APR 2004,1172
14,2:26:05,,Asha GIGI,15 OCT 1973,ETH,2,,Paris (FRA),04 APR 2004,1172
15,2:26:10,,Zhor EL KAMCH,15 MAR 1973,MAR,1,,Rotterdam (NED),04 APR 2004,1171
16,2:26:17,,Eun-jung LEE,21 APR 1981,KOR,1,,Seoul (KOR),14 MAR 2004,1170
17,2:26:20,,Mizuki NOGUCHI,03 JUL 1978,JPN,1,,"Olympic Stadium, Athina (GRE)",22 AUG 2004,1169
18,2:26:21,,Joyce CHEPCHUMBA,06 NOV 1970,KEN,4,,"Chicago, IL (USA)",10 OCT 2004,1169
19,2:26:22,,Workenesh TOLA,06 JUN 1977,ETH,2,,Seoul (KOR),14 MAR 2004,1169
20,2:26:32,,Catherine NDEREBA,21 JUL 1972,KEN,2,,"Olympic Stadium, Athina (GRE)",22 AUG 2004,1167
21,2:26:34,,Bruna GENOVESE,24 SEP 1976,ITA,1,,Tokyo (JPN),21 NOV 2004,1167
22,2:26:43,,Kiyoko SHIMAHARA,22 DEC 1976,JPN,2,,Tokyo (JPN),21 NOV 2004,1165
23,2:26:50,,Masako CHIBA,18 JUL 1976,JPN,1,,Sapporo (JPN),29 AUG 2004,1164
24,2:26:51,,Irina PERMITINA,03 FEB 1968,RUS,1,,St. Paul (USA),03 OCT 2004,1164
25,2:26:53,,Sonja OBEREM-KROLIK,24 FEB 1973,GER,3,,Berlin (GER),26 SEP 2004,1164
26,2:26:58,,Elfinesh ALEMU,15 MAR 1975,ETH,3,,Tokyo (JPN),21 NOV 2004,1163
27,2:27:06,,Aki FUJIKAWA,14 NOV 1978,JPN,3,,Nagoya (JPN),14 MAR 2004,1161
28,2:27:08,,Madaí PÉREZ,02 FEB 1980,MEX,2,,Rotterdam (NED),04 APR 2004,1161
29,2:27:19,,Beatrice OMWANZA,24 FEB 1974,KEN,4,,Berlin (GER),26 SEP 2004,1159
30,2:27:20,,Deena KASTOR,14 FEB 1973,USA,3,,"Olympic Stadium, Athina (GRE)",22 AUG 2004,1159
31,2:27:25,,Albina MAYOROVA,16 MAY 1977,RUS,4,,London (GBR),18 APR 2004,1158
32,2:27:27,,Silviya SKVORTSOVA,16 NOV 1974,RUS,2,,St. Paul (USA),03 OCT 2004,1158
33,2:27:28,,Živilé BALČIUNAITĖ,03 APR 1979,LTU,5,,Tokyo (JPN),21 NOV 2004,1158
34,2:27:33,,Helena JAVORNIK,26 MAR 1966,SLO,1,,Amsterdam (NED),17 OCT 2004,1157
34,2:27:33,,Lyubov MORGUNOVA,14 JAN 1971,RUS,1,,"Honolulu, HI (USA)",13 DEC 2004,1157
36,2:27:49,,Ornella FERRARA,17 APR 1968,ITA,1,,Roma (ITA),28 MAR 2004,1154
37,2:27:54,,Leila AMAN,24 NOV 1977,ETH,5,,Berlin (GER),26 SEP 2004,1153
38,2:27:58,,Miki OYAMA,22 OCT 1979,JPN,4,,Nagoya (JPN),14 MAR 2004,1153
39,2:28:05,,Fatuma ROBA,18 DEC 1973,ETH,1,,Nagano (JPN),11 APR 2004,1152
40,2:28:11,,Rita Jeptoo SITIENEI,15 FEB 1981,KEN,1,,Milano (ITA),28 NOV 2004,1151
40,2:28:11,,Eri HAYAKAWA,15 NOV 1981,JPN,2,,"Honolulu, HI (USA)",13 DEC 2004,1151
42,2:28:17,,Helan LI,02 JAN 1978,CHN,2,,Xiamen (CHN),27 MAR 2004,1150
43,2:28:25,,Colleen DE REUCK,13 APR 1964,USA,1,,St. Louis (USA),03 APR 2004,1148
44,2:28:28,,Debellu Shitaye GEMECHU,17 JUN 1980,ETH,6,,"Chicago, IL (USA)",10 OCT 2004,1148
45,2:28:32,,Bong-Sil HAM,24 JUL 1974,PRK,3,,Xiamen (CHN),27 MAR 2004,1147
46,2:28:33,,Marla RUNYAN,04 JAN 1969,USA,7,,"Chicago, IL (USA)",10 OCT 2004,1147
47,2:28:36,,Margarita TAPIA,16 NOV 1976,MEX,1,,"Houston, TX (USA)",18 JAN 2004,1146
48,2:28:48,,Alina IVANOVA,16 MAR 1969,RUS,8,,London (GBR),18 APR 2004,1144
49,2:28:49,,Dorota GRUCA,05 DEC 1970,POL,1,,Mazatlán (MEX),28 NOV 2004,1144
50,2:28:57,,Emily Chepar KIMURIA,10 JUN 1975,KEN,1,,Hamburg (GER),18 APR 2004,1143
51,2:28:58,,Alice CHELANGAT,27 DEC 1976,KEN,2,,Hamburg (GER),18 APR 2004,1143
52,2:29:19,,Corinne RAUX,16 AUG 1976,FRA,3,,Paris (FRA),04 APR 2004,1139
53,2:29:22,,Rosaria CONSOLE,17 DEC 1979,ITA,1,,Wien (AUT),16 MAY 2004,1139
54,2:29:27,,Yu WANG,27 FEB 1984,CHN,4,,Xiamen (CHN),27 MAR 2004,1138
55,2:29:30,,Larisa ZYUZKO,27 APR 1969,RUS,4,,Paris (FRA),04 APR 2004,1138
56,2:29:40,,Tegla LOROUPE,09 MAY 1973,KEN,1,,Leipzig (GER),25 APR 2004,1136
57,2:29:43,,Mai TAGAMI,22 JAN 1980,JPN,2,,Sapporo (JPN),29 AUG 2004,1135
58,2:29:48,,Olesya NURGALIEVA,09 JAN 1976,RUS,1,,Frankfurt (GER),31 OCT 2004,1135
59,2:29:49,,Mizuho NASUKAWA,22 NOV 1979,JPN,4,,Osaka (JPN),25 JAN 2004,1134
59,2:29:49,,Yelena NURGALIEVA,09 JAN 1976,RUS,2,,Frankfurt (GER),31 OCT 2004,1134
61,2:29:53,,Shujing ZHANG,13 SEP 1978,CHN,5,,Xiamen (CHN),27 MAR 2004,1134
