Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,Year,Time,Time_in_seconds,Nat_Corrected,Two_Letter_ISO,Flag_Datawrapper,Country_Name,Gender
30,2:27:22,,Irina TIMOFEYEVA,05 APR 1970,RUS,1,,Paris (FRA),09 APR 2006,1159,2006,0 days 02:27:22,8842,RUS,ru,:ru:,Russian Federation,F
32,2:27:32,,Natalya VOLGINA,15 MAR 1977,RUS,2,,Paris (FRA),09 APR 2006,1157,2006,0 days 02:27:32,8852,RUS,ru,:ru:,Russian Federation,F
33,2:27:34,,Yong-Ok JONG,24 JAN 1981,PRK,2,,Pyongyang (PRK),08 APR 2006,1157,2006,0 days 02:27:34,8854,PRK,kp,:kp:,"Korea, Democratic People's Republic of",F
34,2:27:35,,Irina PERMITINA,03 FEB 1968,RUS,3,,Hamburg (GER),23 APR 2006,1157,2006,0 days 02:27:35,8855,RUS,ru,:ru:,Russian Federation,F
35,2:27:38,,Adenech ZEKIROS,26 MAR 1982,ETH,3,,Roma (ITA),26 MAR 2006,1156,2006,0 days 02:27:38,8858,ETH,et,:et:,Ethiopia,F
36,2:27:57,,Askale Magarsa TAFA,27 SEP 1984,ETH,1,,Milano (ITA),08 OCT 2006,1153,2006,0 days 02:27:57,8877,ETH,et,:et:,Ethiopia,F
37,2:28:01,,Chika HORIE,15 FEB 1981,JPN,3,,Nagoya (JPN),12 MAR 2006,1152,2006,0 days 02:28:01,8881,JPN,jp,:jp:,Japan,F
38,2:28:27,,Xiaolin ZHU,20 FEB 1984,CHN,2,,Xiamen (CHN),25 MAR 2006,1148,2006,0 days 02:28:27,8907,CHN,cn,:cn:,China,F
39,2:28:30,,Gishu MINDAYE,18 AUG 1986,ETH,1,,Rotterdam (NED),09 APR 2006,1147,2006,0 days 02:28:30,8910,ETH,et,:et:,Ethiopia,F
39,2:28:30,,Luminita ZAITUC,09 OCT 1968,GER,1,,Köln (GER),08 OCT 2006,1147,2006,0 days 02:28:30,8910,DEU,de,:de:,,F
41,2:28:39,,Kathy BUTLER,22 OCT 1973,GBR,9,,"Chicago, IL (USA)",22 OCT 2006,1146,2006,0 days 02:28:39,8919,GBR,gb,:gb:,United Kingdom,F
42,2:28:42,,Emily Chepar KIMURIA,10 JUN 1975,KEN,4,,Hamburg (GER),23 APR 2006,1145,2006,0 days 02:28:42,8922,KEN,ke,:ke:,Kenya,F
43,2:28:51,,Hellen Jemaiyo KIMUTAI,28 DEC 1977,KEN,2,,Milano (ITA),08 OCT 2006,1144,2006,0 days 02:28:51,8931,KEN,ke,:ke:,Kenya,F
43,2:28:51,,Helena Loshanyang KIROP,09 SEP 1976,KEN,2,,Amsterdam (NED),15 OCT 2006,1144,2006,0 days 02:28:51,8931,KEN,ke,:ke:,Kenya,F
43,2:28:51,,Akemi OZAKI,12 OCT 1977,JPN,2,,Tokyo (JPN),19 NOV 2006,1144,2006,0 days 02:28:51,8931,JPN,jp,:jp:,Japan,F
46,2:28:52,,Albina MAYOROVA,16 MAY 1977,RUS,1,,Nagano (JPN),16 APR 2006,1144,2006,0 days 02:28:52,8932,RUS,ru,:ru:,Russian Federation,F
47,2:28:54,,Dulce María RODRÍGUEZ,14 AUG 1972,MEX,10,,"Chicago, IL (USA)",22 OCT 2006,1143,2006,0 days 02:28:54,8934,MEX,mx,:mx:,Mexico,F
48,2:28:55,,Elizabeth CHEMWENO,13 JUL 1978,KEN,5,,Hamburg (GER),23 APR 2006,1143,2006,0 days 02:28:55,8935,KEN,ke,:ke:,Kenya,F
49,2:29:09,,Chieko YAMAZAKI,28 MAY 1977,JPN,2,,Wien (AUT),07 MAY 2006,1141,2006,0 days 02:29:09,8949,JPN,jp,:jp:,Japan,F
50,2:29:16,,Margaret OKAYO,30 MAY 1976,KEN,9,,London (GBR),23 APR 2006,1140,2006,0 days 02:29:16,8956,KEN,ke,:ke:,Kenya,F
51,2:29:17,,Dorota GRUCA,05 DEC 1970,POL,6,,Osaka (JPN),29 JAN 2006,1140,2006,0 days 02:29:17,8957,POL,pl,:pl:,Poland,F
52,2:29:20,,Alina IVANOVA,16 MAR 1969,RUS,1,,Praha (CZE),14 MAY 2006,1139,2006,0 days 02:29:20,8960,RUS,ru,:ru:,Russian Federation,F
53,2:29:28,,Silviya SKVORTSOVA,16 NOV 1974,RUS,2,,Nagano (JPN),16 APR 2006,1138,2006,0 days 02:29:28,8968,RUS,ru,:ru:,Russian Federation,F
54,2:29:30,,Camelia Alina TECUŢĂ-GHERASIM,10 NOV 1971,ROU,4,,Nagoya (JPN),12 MAR 2006,1138,2006,0 days 02:29:30,8970,ROU,ro,:ro:,Romania,F
55,2:29:32,,Jennifer RHINES,01 JUL 1974,USA,4,,Roma (ITA),26 MAR 2006,1137,2006,0 days 02:29:32,8972,USA,us,:us:,United States,F
55,2:29:32,,Leila AMAN,24 NOV 1977,ETH,3,,Amsterdam (NED),15 OCT 2006,1137,2006,0 days 02:29:32,8972,ETH,et,:et:,Ethiopia,F
57,2:29:37,,Helena JAVORNIK,26 MAR 1966,SLO,2,,Rotterdam (NED),09 APR 2006,1136,2006,0 days 02:29:37,8977,SVK,sk,:sk:,,F
58,2:29:42,,Alevtina BIKTIMIROVA,10 SEP 1982,RUS,2,,"Honolulu, HI (USA)",10 DEC 2006,1136,2006,0 days 02:29:42,8982,RUS,ru,:ru:,Russian Federation,F
59,2:29:43,,Lyudmila KORCHAGINA,26 JUL 1971,CAN,1,,Ottawa (CAN),28 MAY 2006,1135,2006,0 days 02:29:43,8983,CAN,ca,:ca:,Canada,F
60,2:29:46,,Nina RILLSTONE,15 APR 1975,NZL,3,,Nagano (JPN),16 APR 2006,1135,2006,0 days 02:29:46,8986,NZL,nz,:nz:,New Zealand,F
61,2:29:48,,Yuko MACHIDA,11 AUG 1980,JPN,5,,Nagoya (JPN),12 MAR 2006,1135,2006,0 days 02:29:48,8988,JPN,jp,:jp:,Japan,F
61,2:29:48,,Pamela CHEPCHUMBA,08 MAR 1979,KEN,3,,Paris (FRA),09 APR 2006,1135,2006,0 days 02:29:48,8988,KEN,ke,:ke:,Kenya,F
61,2:29:48,,Fernanda RIBEIRO,23 JUN 1969,POR,6,,Hamburg (GER),23 APR 2006,1135,2006,0 days 02:29:48,8988,PRT,pt,:pt:,,F
64,2:29:51,,Man JIN,05 DEC 1984,CHN,3,,Xiamen (CHN),25 MAR 2006,1134,2006,0 days 02:29:51,8991,CHN,cn,:cn:,China,F
65,2:29:53,,Yasuko HASHIMOTO,12 AUG 1975,JPN,6,,Nagoya (JPN),12 MAR 2006,1134,2006,0 days 02:29:53,8993,JPN,jp,:jp:,Japan,F
66,2:29:55,,Svetlana PONOMARENKO,28 NOV 1969,RUS,1,,"Dallas, TX (USA)",10 DEC 2006,1133,2006,0 days 02:29:55,8995,RUS,ru,:ru:,Russian Federation,F
67,2:29:56,,Mika OKUNAGA,27 OCT 1982,JPN,7,,Osaka (JPN),29 JAN 2006,1133,2006,0 days 02:29:56,8996,JPN,jp,:jp:,Japan,F
68,2:29:59,,Ayumi HAYASHI,07 JUN 1982,JPN,7,,Nagoya (JPN),12 MAR 2006,1133,2006,0 days 02:29:59,8999,JPN,jp,:jp:,Japan,F
69,2:30:01,,Edith MASAI,04 APR 1967,KEN,7,,Hamburg (GER),23 APR 2006,1132,2006,0 days 02:30:01,9001,KEN,ke,:ke:,Kenya,F
69,2:30:01,,Ulrike MAISCH,21 JAN 1977,GER,1,,"Ullevi Stadium, Göteborg (SWE)",12 AUG 2006,1132,2006,0 days 02:30:01,9001,DEU,de,:de:,,F
71,2:30:12,,Monika STEFANOWICZ,15 MAY 1980,POL,3,,Berlin (GER),24 SEP 2006,1131,2006,0 days 02:30:12,9012,POL,pl,:pl:,Poland,F
72,2:30:13,,Yuanyuan JIANG,20 DEC 1986,CHN,4,,Xiamen (CHN),25 MAR 2006,1130,2006,0 days 02:30:13,9013,CHN,cn,:cn:,China,F
73,2:30:27,,Mihaela Maria BOTEZAN-PRUNDUS,21 NOV 1976,ROU,4,,Paris (FRA),09 APR 2006,1128,2006,0 days 02:30:27,9027,ROU,ro,:ro:,Romania,F
73,2:30:27,,Olivera JEVTIĆ,24 JUL 1977,SRB,2,,"Ullevi Stadium, Göteborg (SWE)",12 AUG 2006,1128,2006,0 days 02:30:27,9027,SRB,rs,:rs:,Serbia,F
75,2:30:35,,Shujing ZHANG,13 SEP 1978,CHN,5,,Xiamen (CHN),25 MAR 2006,1127,2006,0 days 02:30:35,9035,CHN,cn,:cn:,China,F
76,2:30:39,,Lidia ŞIMON,04 SEP 1973,ROU,11,,"Chicago, IL (USA)",22 OCT 2006,1126,2006,0 days 02:30:39,9039,ROU,ro,:ro:,Romania,F
77,2:30:41,,Mulu SEBOKA,25 SEP 1984,ETH,9,,Nagoya (JPN),12 MAR 2006,1126,2006,0 days 02:30:41,9041,ETH,et,:et:,Ethiopia,F
78,2:30:53,,Maria Elena VALENCIA JIMÉNEZ,25 MAY 1983,MEX,1,,Monterrey (MEX),09 DEC 2006,1124,2006,0 days 02:30:53,9053,MEX,mx,:mx:,Mexico,F
79,2:30:54,,Kerryn MCCANN,02 MAY 1967,AUS,1,,Melbourne (AUS),19 MAR 2006,1124,2006,0 days 02:30:54,9054,AUS,au,:au:,Australia,F
79,2:30:54,,Nailia IULAMANOVA,06 SEP 1980,RUS,1,,Saransk (RUS),03 JUN 2006,1124,2006,0 days 02:30:54,9054,RUS,ru,:ru:,Russian Federation,F
81,2:30:56,,Hellen Cherono KOSKEI,22 FEB 1984,KEN,2,,Melbourne (AUS),19 MAR 2006,1123,2006,0 days 02:30:56,9056,KEN,ke,:ke:,Kenya,F
81,2:30:56,,Jane Auro EKIMAT,12 JUN 1974,KEN,1,,Taipei City (TPE),17 DEC 2006,1123,2006,0 days 02:30:56,9056,KEN,ke,:ke:,Kenya,F
83,2:31:01,,Živilé BALČIUNAITĖ,03 APR 1979,LTU,4,,"Ullevi Stadium, Göteborg (SWE)",12 AUG 2006,1123,2006,0 days 02:31:01,9061,LTU,lt,:lt:,Lithuania,F
84,2:31:03,,Mika HIKICHI,07 FEB 1982,JPN,10,,Nagoya (JPN),12 MAR 2006,1122,2006,0 days 02:31:03,9063,JPN,jp,:jp:,Japan,F
85,2:31:08,,Caroline KWAMBAI,09 SEP 1975,KEN,2,,Praha (CZE),14 MAY 2006,1121,2006,0 days 02:31:08,9068,KEN,ke,:ke:,Kenya,F
86,2:31:10,,Caroline Cheptanui KILEL,21 MAR 1981,KEN,3,,Praha (CZE),14 MAY 2006,1121,2006,0 days 02:31:10,9070,KEN,ke,:ke:,Kenya,F
87,2:31:11,,Ayelech WORKU,12 JUN 1979,ETH,5,,Amsterdam (NED),15 OCT 2006,1121,2006,0 days 02:31:11,9071,ETH,et,:et:,Ethiopia,F
88,2:31:15,,Bruna GENOVESE,24 SEP 1976,ITA,5,,"Ullevi Stadium, Göteborg (SWE)",12 AUG 2006,1120,2006,0 days 02:31:15,9075,ITA,it,:it:,Italy,F
89,2:31:20,,Kirsten Melkevik OTTERBU,29 MAY 1970,NOR,2,,Frankfurt (GER),29 OCT 2006,1120,2006,0 days 02:31:20,9080,NOR,no,:no:,Norway,F
90,2:31:22,,Naoko TAKAHASHI,06 MAY 1972,JPN,3,,Tokyo (JPN),19 NOV 2006,1119,2006,0 days 02:31:22,9082,JPN,jp,:jp:,Japan,F
91,2:31:27,,Zinayida SEMYONOVA,19 MAR 1962,RUS,8,,Hamburg (GER),23 APR 2006,1118,2006,0 days 02:31:27,9087,RUS,ru,:ru:,Russian Federation,F
92,2:31:29,,Mary PTIKANY,1978,KEN,3,,Wien (AUT),07 MAY 2006,1118,2006,0 days 02:31:29,9089,KEN,ke,:ke:,Kenya,F
93,2:31:30,,Hafida IZEM,20 APR 1979,MAR,3,,Frankfurt (GER),29 OCT 2006,1118,2006,0 days 02:31:30,9090,MAR,ma,:ma:,Morocco,F
94,2:31:31,,Deborah TONIOLO,24 APR 1977,ITA,7,,"Ullevi Stadium, Göteborg (SWE)",12 AUG 2006,1118,2006,0 days 02:31:31,9091,ITA,it,:it:,Italy,F
95,2:31:34,,Zahia DAHMANI,02 JUN 1972,FRA,6,,Paris (FRA),09 APR 2006,1117,2006,0 days 02:31:34,9094,FRA,fr,:fr:,France,F
96,2:31:39,,Liz YELLING,05 DEC 1974,GBR,6,,Amsterdam (NED),15 OCT 2006,1116,2006,0 days 02:31:39,9099,GBR,gb,:gb:,United Kingdom,F
97,2:31:41,,Eri HAYAKAWA,15 NOV 1981,JPN,10,,London (GBR),23 APR 2006,1116,2006,0 days 02:31:41,9101,JPN,jp,:jp:,Japan,F
98,2:31:43,,Yanan WEI,06 DEC 1981,CHN,6,,Xiamen (CHN),25 MAR 2006,1116,2006,0 days 02:31:43,9103,CHN,cn,:cn:,China,F
99,2:31:44,,Debellu Shitaye GEMECHU,17 JUN 1980,ETH,1,,"Tempe, AZ (USA)",15 JAN 2006,1116,2006,0 days 02:31:44,9104,ETH,et,:et:,Ethiopia,F
100,2:31:48,,Elva DRYER,26 SEP 1971,USA,12,,"Chicago, IL (USA)",22 OCT 2006,1115,2006,0 days 02:31:48,9108,USA,us,:us:,United States,F
1,2:18:37,,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,,London (GBR),22 APR 2012,1248,2012,0 days 02:18:37,8317,KEN,ke,:ke:,Kenya,F
2,2:18:58,,Tiki GELANA,22 OCT 1987,ETH,1,,Rotterdam (NED),15 APR 2012,1244,2012,0 days 02:18:58,8338,ETH,et,:et:,Ethiopia,F
3,2:19:31,,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,1,,Dubai (UAE),27 JAN 2012,1238,2012,0 days 02:19:31,8371,ETH,et,:et:,Ethiopia,F
4,2:19:34,,Lucy Kabuu WANGUI,24 MAR 1984,KEN,2,,Dubai (UAE),27 JAN 2012,1238,2012,0 days 02:19:34,8374,KEN,ke,:ke:,Kenya,F
5,2:19:50,,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,2,,London (GBR),22 APR 2012,1235,2012,0 days 02:19:50,8390,KEN,ke,:ke:,Kenya,F
6,2:19:52,,Mare DIBABA,20 OCT 1989,ETH,3,,Dubai (UAE),27 JAN 2012,1235,2012,0 days 02:19:52,8392,ETH,et,:et:,Ethiopia,F
7,2:20:14,,Prisca JEPTOO,24 JUN 1984,KEN,3,,London (GBR),22 APR 2012,1231,2012,0 days 02:20:14,8414,KEN,ke,:ke:,Kenya,F
8,2:20:30,,Bezunesh BEKELE,29 JAN 1983,ETH,4,,Dubai (UAE),27 JAN 2012,1228,2012,0 days 02:20:30,8430,ETH,et,:et:,Ethiopia,F
8,2:20:30,,Aberu KEBEDE,12 SEP 1986,ETH,1,,Berlin (GER),30 SEP 2012,1228,2012,0 days 02:20:30,8430,ETH,et,:et:,Ethiopia,F
10,2:20:57,,Florence KIPLAGAT,27 FEB 1987,KEN,4,,London (GBR),22 APR 2012,1224,2012,0 days 02:20:57,8457,KEN,ke,:ke:,Kenya,F
11,2:21:01,,Meselech MELKAMU,19 APR 1985,ETH,1,,Frankfurt (GER),28 OCT 2012,1223,2012,0 days 02:21:01,8461,ETH,et,:et:,Ethiopia,F
12,2:21:09,,Meseret Hailu DEBELE,12 SEP 1990,ETH,1,,Amsterdam (NED),21 OCT 2012,1221,2012,0 days 02:21:09,8469,ETH,et,:et:,Ethiopia,F
13,2:21:19,,Tirfi TSEGAYE,25 NOV 1984,ETH,2,,Berlin (GER),30 SEP 2012,1220,2012,0 days 02:21:19,8479,ETH,et,:et:,Ethiopia,F
14,2:21:30,,Lydia CHEROMEI,11 MAY 1977,KEN,6,,Dubai (UAE),27 JAN 2012,1218,2012,0 days 02:21:30,8490,KEN,ke,:ke:,Kenya,F
15,2:21:39,,Georgina RONO,19 MAY 1980,KEN,2,,Frankfurt (GER),28 OCT 2012,1216,2012,0 days 02:21:39,8499,KEN,ke,:ke:,Kenya,F
16,2:21:41,,Eunice Jepkirui KIRWA,20 MAY 1984,KEN,2,,Amsterdam (NED),21 OCT 2012,1216,2012,0 days 02:21:41,8501,KEN,ke,:ke:,Kenya,F
17,2:22:03,,Atsede BAYISA,16 APR 1987,ETH,1,,"Chicago, IL (USA)",07 OCT 2012,1212,2012,0 days 02:22:03,8523,ETH,et,:et:,Ethiopia,F
18,2:22:04,,Rita Jeptoo SITIENEI,15 FEB 1981,KEN,2,,"Chicago, IL (USA)",07 OCT 2012,1212,2012,0 days 02:22:04,8524,KEN,ke,:ke:,Kenya,F
19,2:22:39,,Sharon Jemutai CHEROP,16 MAR 1984,KEN,7,,Dubai (UAE),27 JAN 2012,1206,2012,0 days 02:22:39,8559,KEN,ke,:ke:,Kenya,F
20,2:22:41,,Jiali WANG,01 FEB 1986,CHN,1,,Chongqing (CHN),18 MAR 2012,1206,2012,0 days 02:22:41,8561,CHN,cn,:cn:,China,F
21,2:23:07,,Boru Feyse TADESE,19 NOV 1988,ETH,1,,Shanghai (CHN),02 DEC 2012,1201,2012,0 days 02:23:07,8587,ETH,et,:et:,Ethiopia,F
22,2:23:09,,Ashu KASIM,20 OCT 1984,ETH,1,,Xiamen (CHN),07 JAN 2012,1201,2012,0 days 02:23:09,8589,ETH,et,:et:,Ethiopia,F
23,2:23:14,,Alemitu Abera BEGNA,1986,ETH,1,,"Houston, TX (USA)",15 JAN 2012,1200,2012,0 days 02:23:14,8594,ETH,et,:et:,Ethiopia,F
24,2:23:22,,Caroline ROTICH,13 MAY 1984,KEN,4,,"Chicago, IL (USA)",07 OCT 2012,1199,2012,0 days 02:23:22,8602,KEN,ke,:ke:,Kenya,F
25,2:23:23,,Risa SHIGETOMO,29 AUG 1987,JPN,1,,Osaka (JPN),29 JAN 2012,1199,2012,0 days 02:23:23,8603,JPN,jp,:jp:,Japan,F
26,2:23:29,,Tatyana PETROVA,08 APR 1983,RUS,3,,"Olympic Stadium, London (GBR)",05 AUG 2012,1198,2012,0 days 02:23:29,8609,RUS,ru,:ru:,Russian Federation,F
27,2:23:32,,Olena SHURHNO,08 JAN 1978,UKR,3,,Berlin (GER),30 SEP 2012,1197,2012,0 days 02:23:32,8612,UKR,ua,:ua:,Ukraine,F
28,2:23:42,,Chunxiu ZHOU,15 NOV 1978,CHN,2,,Chongqing (CHN),18 MAR 2012,1196,2012,0 days 02:23:42,8622,CHN,cn,:cn:,China,F
29,2:23:44,,Valeria STRANEO,05 APR 1976,ITA,2,,Rotterdam (NED),15 APR 2012,1195,2012,0 days 02:23:44,8624,ITA,it,:it:,Italy,F
30,2:23:52,,Albina MAYOROVA,16 MAY 1977,RUS,1,,Nagoya (JPN),11 MAR 2012,1194,2012,0 days 02:23:52,8632,RUS,ru,:ru:,Russian Federation,F
30,2:23:52,,Mamitu DASKA,16 OCT 1983,ETH,3,,Frankfurt (GER),28 OCT 2012,1194,2012,0 days 02:23:52,8632,ETH,et,:et:,Ethiopia,F
32,2:24:12,,Netsanet ACHAMO,14 DEC 1987,ETH,1,,Hamburg (GER),29 APR 2012,1190,2012,0 days 02:24:12,8652,ETH,et,:et:,Ethiopia,F
33,2:24:14,,Yoshimi OZAKI,01 JUL 1981,JPN,2,,Nagoya (JPN),11 MAR 2012,1190,2012,0 days 02:24:14,8654,JPN,jp,:jp:,Japan,F
34,2:24:17,,Margaret AGAI,10 JUN 1988,KEN,3,,Shanghai (CHN),02 DEC 2012,1190,2012,0 days 02:24:17,8657,KEN,ke,:ke:,Kenya,F
35,2:24:19,,Xiaolin ZHU,20 FEB 1984,CHN,3,,Chongqing (CHN),18 MAR 2012,1189,2012,0 days 02:24:19,8659,CHN,cn,:cn:,China,F
36,2:24:27,,Agnes Jeruto BARSOSIO,05 AUG 1982,KEN,5,,Frankfurt (GER),28 OCT 2012,1188,2012,0 days 02:24:27,8667,KEN,ke,:ke:,Kenya,F
37,2:24:28,,Remi NAKASATO,24 JUN 1988,JPN,3,,Nagoya (JPN),11 MAR 2012,1188,2012,0 days 02:24:28,8668,JPN,jp,:jp:,Japan,F
38,2:24:53,,Irina MIKITENKO,23 AUG 1972,GER,7,,London (GBR),22 APR 2012,1184,2012,0 days 02:24:53,8693,DEU,de,:de:,,F
39,2:24:56,,Filomena CHEPCHIRCHIR,01 DEC 1981,KEN,4,,Berlin (GER),30 SEP 2012,1183,2012,0 days 02:24:56,8696,KEN,ke,:ke:,Kenya,F
40,2:24:57,,Azusa NOJIRI,06 JUN 1982,JPN,2,,Osaka (JPN),29 JAN 2012,1183,2012,0 days 02:24:57,8697,JPN,jp,:jp:,Japan,F
41,2:24:59,,Jessica AUGUSTO,08 NOV 1981,POR,8,,London (GBR),22 APR 2012,1183,2012,0 days 02:24:59,8699,PRT,pt,:pt:,,F
42,2:25:02,,Yoko SHIBUI,14 MAR 1979,JPN,4,,Nagoya (JPN),11 MAR 2012,1182,2012,0 days 02:25:02,8702,JPN,jp,:jp:,Japan,F
43,2:25:09,,Sultan HAYDAR,23 JUN 1987,TUR,2,,Paris (FRA),15 APR 2012,1181,2012,0 days 02:25:09,8709,TUR,tr,:tr:,Türkiye,F
44,2:25:14,,Fate TOLA,22 OCT 1987,ETH,5,,Berlin (GER),30 SEP 2012,1180,2012,0 days 02:25:14,8714,ETH,et,:et:,Ethiopia,F
45,2:25:21,,Merima MOHAMMED,10 JUN 1992,ETH,4,,Shanghai (CHN),02 DEC 2012,1179,2012,0 days 02:25:21,8721,ETH,et,:et:,Ethiopia,F
46,2:25:26,,Mai ITO,23 MAY 1984,JPN,5,,Nagoya (JPN),11 MAR 2012,1178,2012,0 days 02:25:26,8726,JPN,jp,:jp:,Japan,F
47,2:25:28,,Atsede HABTAMU,26 OCT 1987,ETH,1,,Tokyo (JPN),26 FEB 2012,1178,2012,0 days 02:25:28,8728,ETH,et,:et:,Ethiopia,F
48,2:25:29,,Askale Magarsa TAFA,27 SEP 1984,ETH,2,,Seoul (KOR),18 MAR 2012,1178,2012,0 days 02:25:29,8729,ETH,et,:et:,Ethiopia,F
49,2:25:33,,Mizuki NOGUCHI,03 JUL 1978,JPN,6,,Nagoya (JPN),11 MAR 2012,1177,2012,0 days 02:25:33,8733,JPN,jp,:jp:,Japan,F
50,2:25:34,,Helena Loshanyang KIROP,09 SEP 1976,KEN,1,,Köln (GER),14 OCT 2012,1177,2012,0 days 02:25:34,8734,KEN,ke,:ke:,Kenya,F
51,2:25:38,,Shalane FLANAGAN,08 JUL 1981,USA,1,,"Houston, TX (USA)",14 JAN 2012,1176,2012,0 days 02:25:38,8738,USA,us,:us:,United States,F
51,2:25:38,,Genet GETANEH,06 JAN 1986,ETH,3,,Amsterdam (NED),21 OCT 2012,1176,2012,0 days 02:25:38,8738,ETH,et,:et:,Ethiopia,F
53,2:25:41,,Isabellah ANDERSSON,12 NOV 1980,SWE,10,,Dubai (UAE),27 JAN 2012,1176,2012,0 days 02:25:41,8741,SWE,se,:se:,Sweden,F
53,2:25:41,,Agnes KIPROP,14 JAN 1980,KEN,1,,Praha (CZE),13 MAY 2012,1176,2012,0 days 02:25:41,8741,KEN,ke,:ke:,Kenya,F
55,2:25:45,,Mulu SEBOKA,25 SEP 1984,ETH,11,,Dubai (UAE),27 JAN 2012,1175,2012,0 days 02:25:45,8745,ETH,et,:et:,Ethiopia,F
56,2:25:46,,Hilde KIBET,27 MAR 1981,NED,2,,Torino (ITA),18 NOV 2012,1175,2012,0 days 02:25:46,8746,NLD,nl,:nl:,,F
57,2:25:49,,Etalemahu KIDANE,14 FEB 1983,ETH,2,,Hamburg (GER),29 APR 2012,1174,2012,0 days 02:25:49,8749,ETH,et,:et:,Ethiopia,F
58,2:25:53,,Xueqin WANG,01 JAN 1991,CHN,4,,Chongqing (CHN),18 MAR 2012,1174,2012,0 days 02:25:53,8753,CHN,cn,:cn:,China,F
59,2:25:55,,Desiree DAVILA,26 JUL 1983,USA,2,,"Houston, TX (USA)",14 JAN 2012,1173,2012,0 days 02:25:55,8755,USA,us,:us:,United States,F
60,2:26:00,,Yeshi ESAYIAS,28 DEC 1985,ETH,2,,Tokyo (JPN),26 FEB 2012,1172,2012,0 days 02:26:00,8760,ETH,et,:et:,Ethiopia,F
61,2:26:06,,Kara GOUCHER,09 JUL 1978,USA,3,,"Houston, TX (USA)",14 JAN 2012,1171,2012,0 days 02:26:06,8766,USA,us,:us:,United States,F
62,2:26:08,,Eri OKUBO,02 JUN 1983,JPN,4,,Tokyo (JPN),26 FEB 2012,1171,2012,0 days 02:26:08,8768,JPN,jp,:jp:,Japan,F
62,2:26:08,,Yukiko AKABA,18 OCT 1979,JPN,8,,Nagoya (JPN),11 MAR 2012,1171,2012,0 days 02:26:08,8768,JPN,jp,:jp:,Japan,F
64,2:26:09,,Helalia JOHANNES,13 AUG 1980,NAM,11,,"Olympic Stadium, London (GBR)",05 AUG 2012,1171,2012,0 days 02:26:09,8769,NAM,na,:na:,Namibia,F
64,2:26:09,,Fatuma SADO,11 OCT 1991,ETH,5,,"Chicago, IL (USA)",07 OCT 2012,1171,2012,0 days 02:26:09,8769,ETH,et,:et:,Ethiopia,F
66,2:26:13,,Marisa BARROS,25 FEB 1980,POR,12,,"Olympic Stadium, London (GBR)",05 AUG 2012,1170,2012,0 days 02:26:13,8773,PRT,pt,:pt:,,F
67,2:26:23,,Yoko MIYAUCHI,19 JUN 1983,JPN,9,,Nagoya (JPN),11 MAR 2012,1169,2012,0 days 02:26:23,8783,JPN,jp,:jp:,Japan,F
68,2:26:27,,Sechale DALASA,20 SEP 1991,ETH,5,,Shanghai (CHN),02 DEC 2012,1168,2012,0 days 02:26:27,8787,ETH,et,:et:,Ethiopia,F
69,2:26:42,,Mizuho NASUKAWA,22 NOV 1979,JPN,2,,Yokohama (JPN),18 NOV 2012,1165,2012,0 days 02:26:42,8802,JPN,jp,:jp:,Japan,F
70,2:26:46,,Makeda HARONA,05 SEP 1988,ETH,3,,Paris (FRA),15 APR 2012,1165,2012,0 days 02:26:46,8806,ETH,et,:et:,Ethiopia,F
71,2:26:52,,Emily Chepkemoi SAMOEI,11 NOV 1980,KEN,1,,Barcelona (ESP),25 MAR 2012,1164,2012,0 days 02:26:52,8812,KEN,ke,:ke:,Kenya,F
72,2:26:55,,Jeļena PROKOPČUKA,21 SEP 1976,LAT,4,,Yokohama (JPN),18 NOV 2012,1163,2012,0 days 02:26:55,8815,LVA,lv,:lv:,,F
73,2:26:59,,Kimberley SMITH,19 NOV 1981,NZL,14,,"Olympic Stadium, London (GBR)",05 AUG 2012,1163,2012,0 days 02:26:59,8819,NZL,nz,:nz:,New Zealand,F
74,2:27:12,,Zemzem AHMED,27 DEC 1984,ETH,6,,Frankfurt (GER),28 OCT 2012,1160,2012,0 days 02:27:12,8832,ETH,et,:et:,Ethiopia,F
75,2:27:14,,Shitaye BEDASO,1988,ETH,12,,Dubai (UAE),27 JAN 2012,1160,2012,0 days 02:27:14,8834,ETH,et,:et:,Ethiopia,F
76,2:27:16,,Ryoko KIZAKI,21 JUN 1985,JPN,15,,"Olympic Stadium, London (GBR)",05 AUG 2012,1160,2012,0 days 02:27:16,8836,JPN,jp,:jp:,Japan,F
77,2:27:17,,Amy CRAGG,21 JAN 1984,USA,4,,"Houston, TX (USA)",14 JAN 2012,1160,2012,0 days 02:27:17,8837,USA,us,:us:,United States,F
77,2:27:17,,Renee BAILLIE,25 DEC 1981,USA,6,,"Chicago, IL (USA)",07 OCT 2012,1160,2012,0 days 02:27:17,8837,USA,us,:us:,United States,F
79,2:27:18,,Olga GLOK,16 DEC 1982,RUS,2,,Wien (AUT),15 APR 2012,1159,2012,0 days 02:27:18,8838,RUS,ru,:ru:,Russian Federation,F
